Text Key	Base(en)	Arabic (ar)	Czech (cs)	German (de)	Greek (el)	Spanish (es)	Estonian (et)	Finnish (fi)	French (fr)	Hindi (hi)	Indonesian (id)	Italian  (it)	Japanese (ja)	Khmer (km)	Kannada (kn)	Korean (ko)	Lao (lo)	Latvian (lv)	Malay (ms)	Dutch (nl)	Polish (pl)	Portuguese (pt-PT)	Russian (ru)	Thai (th)	Turkish (tr)	Ukrainian (uk)	Chinese (zh-Hans)	Vietnamese (vi)
intro3	The winner is chosen randomly when players join the game. Each participant has an equal chance, adding to the excitement and unpredictability.	يتم اختيار الفائز بشكل عشوائي عندما ينضم اللاعبون إلى اللعبة. يتمتع كل مشارك بفرصة متساوية، مما يزيد من الإثارة وعدم القدرة على التنبؤ.	Vítěz je vybrán náhodně, když se hráči zapojí do hry. Každý účastník má stejnou šanci, což zvyšuje vzrušení a nepředvídatelnost.	Der Gewinner wird zufällig ausgewählt, wenn Spieler dem Spiel beitreten. Jeder Teilnehmer hat die gleichen Chancen, was die Spannung und Unvorhersehbarkeit erhöht.	Ο νικητής επιλέγεται τυχαία όταν οι παίκτες συμμετέχουν στο παιχνίδι. Κάθε συμμετέχων έχει ίσες ευκαιρίες, αυξάνοντας τον ενθουσιασμό και το απρόβλεπτο.	El ganador se elige al azar cuando los jugadores se unen al juego. Cada participante tiene las mismas posibilidades, lo que aumenta la emoción y la imprevisibilidad.	Võitja valitakse juhuslikult, kui mängijad mänguga liituvad. Igal osalejal on võrdne võimalus, mis lisab põnevust ja ettearvamatust.	Voittaja valitaan sattumanvaraisesti, kun pelaajat liittyvät peliin. Jokaisella osallistujalla on yhtäläiset mahdollisuudet, mikä lisää jännitystä ja arvaamattomuutta.	Le gagnant est choisi au hasard lorsque les joueurs rejoignent la partie. Chaque participant a une chance égale, ce qui ajoute à l'excitation et à l'imprévisibilité.	जब खिलाड़ी खेल में शामिल होते हैं तो विजेता को यादृच्छिक रूप से चुना जाता है। प्रत्येक प्रतिभागी को समान अवसर मिलता है, जिससे उत्साह और अप्रत्याशितता बढ़ जाती है।	Pemenang dipilih secara acak ketika pemain bergabung dalam permainan. Setiap peserta memiliki kesempatan yang sama, sehingga menambah keseruan dan ketidakpastian.	Il vincitore viene scelto casualmente quando i giocatori si uniscono al gioco. Ogni partecipante ha le stesse possibilità, il che aumenta l'eccitazione e l'imprevedibilità.	勝者は、プレイヤーがゲームに参加するときにランダムに選ばれます。各参加者には平等なチャンスがあり、興奮と予測不可能性がさらに高まります。	អ្នកឈ្នះត្រូវបានជ្រើសរើសដោយចៃដន្យ នៅពេលដែលអ្នកលេងចូលរួមក្នុងហ្គេម។ អ្នកចូលរួមម្នាក់ៗមានឱកាសស្មើគ្នា ដោយបន្ថែមភាពរំភើប និងមិនអាចទាយទុកជាមុនបាន។	ಆಟಗಾರರು ಆಟಕ್ಕೆ ಸೇರಿದಾಗ ವಿಜೇತರನ್ನು ಯಾದೃಚ್ಛಿಕವಾಗಿ ಆಯ್ಕೆ ಮಾಡಲಾಗುತ್ತದೆ. ಪ್ರತಿಯೊಬ್ಬ ಭಾಗವಹಿಸುವವರಿಗೆ ಸಮಾನ ಅವಕಾಶವಿದೆ, ಇದು ಉತ್ಸಾಹ ಮತ್ತು ಅನಿರೀಕ್ಷಿತತೆಯನ್ನು ಹೆಚ್ಚಿಸುತ್ತದೆ.	승자는 플레이어가 게임에 참여할 때 무작위로 선택됩니다. 각 참가자는 동일한 기회를 가지게 되어 흥미로움과 예측 불가능성을 더해줍니다.	ຜູ້ຊະນະຈະຖືກເລືອກແບບສຸ່ມເມື່ອຜູ້ຫຼິ້ນເຂົ້າຮ່ວມເກມ. ຜູ້ເຂົ້າຮ່ວມແຕ່ລະຄົນມີໂອກາດເທົ່າທຽມກັນ, ເພີ່ມຄວາມຕື່ນເຕັ້ນແລະບໍ່ສາມາດຄາດເດົາໄດ້.	Uzvarētājs tiek izvēlēts nejauši, kad spēlētāji pievienojas spēlei. Katram dalībniekam ir vienādas iespējas, kas palielina azartu un neparedzamību.	Pemenang dipilih secara rawak apabila pemain menyertai permainan. Setiap peserta mempunyai peluang yang sama, menambah keseronokan dan tidak dapat diramalkan.	De winnaar wordt willekeurig gekozen wanneer spelers meedoen aan het spel. Elke deelnemer heeft een gelijke kans, wat de spanning en onvoorspelbaarheid vergroot.	Zwycięzca zostanie wybrany losowo, gdy gracze dołączą do gry. Każdy uczestnik ma równe szanse, co dodaje emocji i nieprzewidywalności.	O vencedor é escolhido aleatoriamente quando os jogadores entram no jogo. Cada participante tem chances iguais, aumentando a emoção e a imprevisibilidade.	Победитель выбирается случайным образом при присоединении игроков к игре. У каждого участника равные шансы, что добавляет азарта и непредсказуемости.	ผู้ชนะจะถูกเลือกโดยการสุ่มเมื่อผู้เล่นเข้าร่วมเกม ผู้เข้าร่วมแต่ละคนมีโอกาสเท่าเทียมกัน เพิ่มความน่าตื่นเต้นและคาดเดาไม่ได้	Kazanan, oyuncular oyuna katıldığında rastgele seçilir. Her katılımcının eşit şansa sahip olması heyecanı ve öngörülemezliği artırıyor.	Переможець обирається випадковим чином, коли гравці приєднуються до гри. Кожен учасник має рівні шанси, що додає азарту та непередбачуваності.	当玩家加入游戏时，获胜者是随机选择的。每个参与者都有平等的机会，这增加了兴奋感和不可预测性。	Người chiến thắng được chọn ngẫu nhiên khi người chơi tham gia trò chơi. Mỗi người tham gia đều có cơ hội như nhau, làm tăng thêm sự phấn khích và khó đoán.
tap_roulette	Tap Roulette	اضغط على الروليت	Klepněte na Ruleta	Tippen Sie auf Roulette	Πατήστε Ρουλέτα	Toca Ruleta	Puudutage valikut Rulett	Napauta Ruletti	Appuyez sur Roulette	रूलेट टैप करें	Ketuk Roulette	Tocca Roulette	タップルーレット	ប៉ះរ៉ូឡែត	ರೂಲೆಟ್ ಟ್ಯಾಪ್ ಮಾಡಿ	룰렛을 탭하세요	ແຕະ Roulette	Pieskarieties Roulette	Ketik Roulette	Tik op Roulette	Kliknij Ruletkę	Toque na Roleta	Нажмите «Рулетка»	แตะรูเล็ต	Rulete dokunun	Натисніть Рулетка	点击轮盘赌	Nhấn vào Roulette
spin_wheel	Spin Wheel	عجلة تدور	Spin Wheel	Drehrad	Τροχός περιστροφής	Rueda giratoria	Pöörlemisratas	Pyörivä pyörä	Roue tournante	घूमता हुआ पहिया	Roda Putar	Ruota girevole	スピンホイール	កង់វិល	ಸ್ಪಿನ್ ವ್ಹೀಲ್	스핀 휠	ລໍ້ເລື່ອນ	Griešanas ritenis	Roda Pusing	Draaiwiel	Koło obrotowe	Roda giratória	Вращающееся колесо	ล้อหมุน	Döndürme Çarkı	Spin Wheel	旋转轮	Bánh xe quay
instructions	Instructions	تعليمات	Instrukce	Anweisungen	Οδηγίες	Instrucciones	Juhised	Ohjeet	Instructions	निर्देश	instruksi	Istruzioni	説明書	សេចក្តីណែនាំ	ಸೂಚನೆಗಳು	지침	ຄໍາແນະນໍາ	Norādījumi	Arahan	Instructies	Instrukcje	Instruções	Инструкции	คำแนะนำ	Talimatlar	Інструкції	指示	Hướng dẫn
btn_next	Next	التالي	Další	Nächste	Επόμενος	Próximo	Edasi	Seuraavaksi	Suivant	अगला	Berikutnya	Prossimo	次	បន្ទាប់	ಮುಂದೆ	다음	ຕໍ່ໄປ	Tālāk	Seterusnya	Volgende	Następny	Próximo	Следующий	ต่อไป	Sonraki	Далі	下一个	Kế tiếp
btn_get_started	Get started	ابدأ	Začněte	Fangen Sie an	Ξεκινήστε	empezar	Alustage	Aloita	Commencer	शुरू हो जाओ	Mulailah	Inizia	始めましょう	ចាប់ផ្តើម	ಪ್ರಾರಂಭಿಸಿ	시작하기	ເລີ່ມຕົ້ນ	Sāciet darbu	Mulakan	Ga aan de slag	Zacznij	Comece	Начать	เริ่มต้นเลย	Başlayın	Почніть роботу	开始使用	Bắt đầu
best_deal	Best deal	أفضل صفقة	Nejlepší nabídka	Bestes Angebot	Η καλύτερη προσφορά	Mejor oferta	Parim pakkumine	Paras sopimus	Meilleure offre	सर्वश्रेष्ठ सौदा	Kesepakatan terbaik	Il miglior affare	最高の取引	កិច្ចព្រមព្រៀងល្អបំផុត	ಅತ್ಯುತ್ತಮ ವ್ಯವಹಾರ	최고의 거래	ຂໍ້ຕົກລົງທີ່ດີທີ່ສຸດ	Labākais piedāvājums	Tawaran terbaik	Beste deal	Najlepsza oferta	Melhor negócio	Лучшее предложение	ข้อตกลงที่ดีที่สุด	En iyi fırsat	Найкраща угода	最划算	Tốt nhất
lifetime	Lifetime	حياة	Celý život	Lebensdauer	Διάρκεια ζωής	Vida	Eluaeg	Elinikäinen	Durée de vie	जीवनभर	Seumur hidup	Tutta la vita	一生	ពេញមួយជីវិត	ಜೀವಮಾನ	일생	ຕະຫຼອດຊີວິດ	Visu mūžu	seumur hidup	Levensduur	Życie	Vida	Продолжительность жизни	ตลอดชีวิต	Ömür boyu	Тривалість життя	寿命	Trọn đời
monthly	Monthly	شهريا	Měsíční	Monatlich	Μηνιαίος	Mensual	Igakuine	Kuukausittain	Mensuel	महीने के	Bulanan	Mensile	毎月	ប្រចាំខែ	ಮಾಸಿಕ	월간 간행물	ປະຈໍາເດືອນ	Ikmēneša	Bulanan	Maandelijks	Miesięczny	Mensal	Ежемесячно	รายเดือน	Aylık	Щомісяця	每月	Hàng tháng
sorry_this_product_is_not_available_right_now	Sorry, this product is not available right now.	عذرا، هذا المنتج غير متوفر حاليا.	Omlouváme se, ale tento produkt není momentálně dostupný.	Leider ist dieses Produkt derzeit nicht verfügbar.	Λυπούμαστε, αυτό το προϊόν δεν είναι διαθέσιμο αυτήν τη στιγμή.	Lo sentimos, este producto no está disponible en este momento.	Kahjuks pole see toode praegu saadaval.	Valitettavasti tämä tuote ei ole saatavilla juuri nyt.	Désolé, ce produit n'est pas disponible actuellement.	क्षमा करें, यह उत्पाद अभी उपलब्ध नहीं है।	Maaf, produk ini tidak tersedia saat ini.	Siamo spiacenti, questo prodotto non è disponibile al momento.	申し訳ございませんが、この製品は現在ご利用いただけません。	សូមអភ័យទោស ផលិតផលនេះមិនអាចរកបាននៅពេលនេះទេ។	ಕ್ಷಮಿಸಿ, ಈ ಉತ್ಪನ್ನವು ಇದೀಗ ಲಭ್ಯವಿಲ್ಲ.	죄송합니다. 이 제품은 현재 구매할 수 없습니다.	ຂໍອະໄພ, ຜະລິດຕະພັນນີ້ບໍ່ສາມາດໃຊ້ໄດ້ໃນຕອນນີ້.	Atvainojiet, šis produkts šobrīd nav pieejams.	Maaf, produk ini tidak tersedia sekarang.	Sorry, dit product is momenteel niet beschikbaar.	Przepraszamy, ten produkt jest obecnie niedostępny.	Desculpe, este produto não está disponível no momento.	К сожалению, этот товар сейчас недоступен.	ขออภัย สินค้านี้ไม่มีจำหน่ายในขณะนี้	Üzgünüz, bu ürün şu anda mevcut değil.	Вибачте, цей продукт зараз недоступний.	抱歉，该产品目前不可用。	Rất tiếc, sản phẩm này hiện không có sẵn.
yearly	Yearly	سنوي	Roční	Jährlich	Ετήσια	Anual	Aastane	Vuosittain	Annuel	सालाना	Tahunan	Annuale	毎年	ប្រចាំឆ្នាំ	ವಾರ್ಷಿಕ	매년	ປະຈຳປີ	Ik gadu	setiap tahun	Jaarlijks	Rocznie	Anual	Ежегодно	เป็นประจำทุกปี	Yıllık	щорічно	每年	Hàng năm
month	month	شهر	měsíc	Monat	μήνας	mes	kuu	kuukausi	mois	महीना	bulan	mese	月	ខែ	ತಿಂಗಳು	월	ເດືອນ	mēnesis	bulan	maand	miesiąc	mês	месяц	เดือน	ay	місяць	月	tháng
year	year	سنة	rok	Jahr	έτος	año	aastal	vuosi	année	वर्ष	tahun	anno	年	ឆ្នាំ	ವರ್ಷ	년도	ປີ	gadā	tahun	jaar	rok	ano	год	ปี	yıl	рік	年	năm
upgrade_premium	Upgrade Premium	ترقية بريميوم	Upgrade Premium	Premium upgraden	Αναβάθμιση Premium	Actualizar Premium	Uuendage Premium	Päivitä Premium	Mise à niveau premium	प्रीमियम अपग्रेड करें	Tingkatkan Premium	Aggiorna Premium	アップグレードプレミアム	ដំឡើងកំណែ Premium	ಪ್ರೀಮಿಯಂ ಅನ್ನು ಅಪ್‌ಗ್ರೇಡ್ ಮಾಡಿ	프리미엄 업그레이드	ອັບເກຣດ Premium	Jauniniet Premium	Tingkatkan Premium	Upgrade Premium	Uaktualnij Premium	Atualizar Premium	Обновить Премиум	อัปเกรดพรีเมียม	Premium'u Yükselt	Оновити Premium	升级高级版	Nâng cấp Premium
lifetime_support	Lifetime Support	دعم مدى الحياة	Doživotní podpora	Lebenslange Unterstützung	Υποστήριξη δια βίου	Soporte de por vida	Eluaegne tugi	Elinikäinen tuki	Assistance à vie	आजीवन समर्थन	Dukungan Seumur Hidup	Supporto a vita	生涯サポート	ការគាំទ្រពេញមួយជីវិត	ಜೀವಮಾನದ ಬೆಂಬಲ	평생 지원	ສະຫນັບສະຫນູນຕະຫຼອດຊີວິດ	Mūža atbalsts	Sokongan Sepanjang Hayat	Levenslange ondersteuning	Wsparcie na całe życie	Suporte vitalício	Пожизненная поддержка	การสนับสนุนตลอดชีวิต	Ömür Boyu Destek	Довічна підтримка	终身支持	Hỗ trợ trọn đời
remove_all_ads	Remove all ads	إزالة كافة الإعلانات	Odstraňte všechny reklamy	Entfernen Sie alle Anzeigen	Καταργήστε όλες τις διαφημίσεις	Eliminar todos los anuncios	Eemalda kõik reklaamid	Poista kaikki mainokset	Supprimer toutes les annonces	सभी विज्ञापन हटाएँ	Hapus semua iklan	Rimuovi tutti gli annunci	すべての広告を削除する	លុបការផ្សាយពាណិជ្ជកម្មទាំងអស់។	ಎಲ್ಲಾ ಜಾಹೀರಾತುಗಳನ್ನು ತೆಗೆದುಹಾಕಿ	모든 광고 제거	ເອົາໂຄສະນາທັງໝົດອອກ	Noņemiet visas reklāmas	Alih keluar semua iklan	Verwijder alle advertenties	Usuń wszystkie reklamy	Remover todos os anúncios	Удалить все объявления	ลบโฆษณาทั้งหมด	Tüm reklamları kaldır	Видалити всі оголошення	删除所有广告	Xóa tất cả quảng cáo
unlock_all_features	Unlock all modes and features	فتح جميع الأوضاع والميزات	Odemkněte všechny režimy a funkce	Schalten Sie alle Modi und Funktionen frei	Ξεκλειδώστε όλες τις λειτουργίες και τις λειτουργίες	Desbloquea todos los modos y funciones.	Avage kõik režiimid ja funktsioonid	Avaa kaikki tilat ja ominaisuudet	Débloquez tous les modes et fonctionnalités	सभी मोड और सुविधाओं को अनलॉक करें	Buka kunci semua mode dan fitur	Sblocca tutte le modalità e funzionalità	すべてのモードと機能のロックを解除します	ដោះសោរបៀប និងមុខងារទាំងអស់។	ಎಲ್ಲಾ ವಿಧಾನಗಳು ಮತ್ತು ವೈಶಿಷ್ಟ್ಯಗಳನ್ನು ಅನ್ಲಾಕ್ ಮಾಡಿ	모든 모드 및 기능 잠금 해제	ປົດລັອກທຸກໂໝດ ແລະຄຸນສົມບັດ	Atbloķējiet visus režīmus un funkcijas	Buka kunci semua mod dan ciri	Ontgrendel alle modi en functies	Odblokuj wszystkie tryby i funkcje	Desbloqueie todos os modos e recursos	Разблокируйте все режимы и функции	ปลดล็อคโหมดและคุณสมบัติทั้งหมด	Tüm modların ve özelliklerin kilidini açın	Розблокуйте всі режими та функції	解锁所有模式和功能	Mở khóa tất cả các chế độ và tính năng
get_premium	Get Premium	احصل على قسط	Získejte Premium	Holen Sie sich Premium	Αποκτήστε Premium	Obtener prima	Hankige Premium	Hanki Premium	Obtenez une prime	प्रीमियम प्राप्त करें	Dapatkan Premium	Ottieni Premium	プレミアムを入手	ទទួលបាន Premium	ಪ್ರೀಮಿಯಂ ಪಡೆಯಿರಿ	프리미엄 받기	ຮັບ Premium	Iegūstiet Premium	Dapatkan Premium	Ontvang Premium	Uzyskaj wersję Premium	Seja Premium	Получить Премиум	รับพรีเมี่ยม	Premium'u Alın	Отримайте Premium	获得高级版	Nhận phí bảo hiểm
no_ads	No Ads	لا إعلانات	Žádné reklamy	Keine Werbung	Χωρίς διαφημίσεις	Sin anuncios	Reklaame pole	Ei mainoksia	Aucune publicité	कोई विज्ञापन नहीं	Tanpa Iklan	Nessuna pubblicità	広告なし	គ្មានការផ្សាយពាណិជ្ជកម្ម	ಜಾಹೀರಾತುಗಳಿಲ್ಲ	광고 없음	ບໍ່ມີໂຄສະນາ	Nav reklāmu	Tiada Iklan	Geen advertenties	Brak reklam	Sem anúncios	Нет рекламы	ไม่มีโฆษณา	Reklam Yok	Без реклами	无广告	Không có quảng cáo
tv_GET	GET	يحصل	ZÍSKAT	ERHALTEN	ΠΑΙΡΝΩ	CONSEGUIR	SAADA	SAADA	OBTENIR	पाना	MENDAPATKAN	OTTENERE	得る	ទទួលបាន	ಪಡೆಯಿರಿ	얻다	ໄດ້ຮັບ	IEGŪT	DAPATKAN	KRIJGEN	DOSTAWAĆ	PEGAR	ПОЛУЧАТЬ	รับ	ELDE ETMEK	ОТРИМАТИ	得到	LẤY
try_3_days_free	Try 3 Days free trial	جرب الإصدار التجريبي المجاني لمدة 3 أيام	Vyzkoušejte 3denní bezplatnou zkušební verzi	Probieren Sie die kostenlose 3-Tage-Testversion aus	Δοκιμάστε τη δωρεάν δοκιμή 3 ημερών	Pruebe la prueba gratuita de 3 días	Proovige 3 päeva tasuta prooviperioodi	Kokeile 3 päivän ilmaista kokeilujaksoa	Essayez l'essai gratuit de 3 jours	3 दिन का निःशुल्क परीक्षण आज़माएँ	Coba uji coba gratis 3 hari	Prova una prova gratuita di 3 giorni	3日間の無料トライアルを試す	សាកល្បងសាកល្បងឥតគិតថ្លៃ 3 ថ្ងៃ។	3 ದಿನಗಳ ಉಚಿತ ಪ್ರಯೋಗವನ್ನು ಪ್ರಯತ್ನಿಸಿ	3일 무료 평가판을 사용해 보세요	ລອງທົດລອງໃຊ້ຟຣີ 3 ມື້	Izmēģiniet 3 dienu bezmaksas izmēģinājumu	Cuba 3 Hari percubaan percuma	Probeer een gratis proefperiode van 3 dagen	Wypróbuj 3-dniowy bezpłatny okres próbny	Experimente o teste gratuito de 3 dias	Попробуйте 3-дневную бесплатную пробную версию	ทดลองใช้ฟรี 3 วัน	3 Günlük ücretsiz denemeyi deneyin	Спробуйте 3-денну безкоштовну пробну версію	尝试 3 天免费试用	Dùng thử 3 ngày dùng thử miễn phí
start_my_free	Start my free trial	ابدأ تجربتي المجانية	Spusťte bezplatnou zkušební verzi	Starten Sie meine kostenlose Testversion	Ξεκινήστε τη δωρεάν δοκιμή μου	Iniciar mi prueba gratuita	Alusta minu tasuta prooviperioodi	Aloita ilmainen kokeilujaksoni	Commencer mon essai gratuit	मेरा निःशुल्क परीक्षण प्रारंभ करें	Mulai uji coba gratis saya	Inizia la mia prova gratuita	無料トライアルを開始する	ចាប់ផ្តើមការសាកល្បងឥតគិតថ្លៃរបស់ខ្ញុំ	ನನ್ನ ಉಚಿತ ಪ್ರಯೋಗವನ್ನು ಪ್ರಾರಂಭಿಸಿ	무료 평가판 시작	ເລີ່ມການທົດລອງໃຊ້ຟຣີຂອງຂ້ອຍ	Sāciet manu bezmaksas izmēģinājumu	Mulakan percubaan percuma saya	Start mijn gratis proefperiode	Rozpocznij mój bezpłatny okres próbny	Iniciar meu teste gratuito	Начать мою бесплатную пробную версию	เริ่มทดลองใช้ฟรีของฉัน	Ücretsiz denememi başlat	Розпочніть мою безкоштовну пробну версію	开始我的免费试用	Bắt đầu dùng thử miễn phí của tôi
onetime_payment	One-time Payment. All Updates and New Features - Forever	الدفع لمرة واحدة. جميع التحديثات والميزات الجديدة - إلى الأبد	Jednorázová platba. Všechny aktualizace a nové funkce – navždy	Einmalige Zahlung. Alle Updates und neuen Funktionen – für immer	Εφάπαξ πληρωμή. Όλες οι ενημερώσεις και οι νέες δυνατότητες - Για πάντα	Pago único. Todas las actualizaciones y nuevas funciones: para siempre	Ühekordne makse. Kõik värskendused ja uued funktsioonid – igavesti	Kertamaksu. Kaikki päivitykset ja uudet ominaisuudet – ikuisesti	Paiement unique. Toutes les mises à jour et nouvelles fonctionnalités - Pour toujours	एक - बारगी भुगतान। सभी अपडेट और नई सुविधाएँ - सदैव	Pembayaran Satu Kali. Semua Pembaruan dan Fitur Baru - Selamanya	Pagamento una tantum. Tutti gli aggiornamenti e le nuove funzionalità - Per sempre	1回払い。すべてのアップデートと新機能 - 永久に	ការទូទាត់តែម្តង។ ការអាប់ដេត និងមុខងារថ្មីទាំងអស់ - ជារៀងរហូត	ಒಂದು ಬಾರಿ ಪಾವತಿ. ಎಲ್ಲಾ ನವೀಕರಣಗಳು ಮತ್ತು ಹೊಸ ವೈಶಿಷ್ಟ್ಯಗಳು - ಶಾಶ್ವತವಾಗಿ	일회성 결제. 모든 업데이트 및 새로운 기능 - 영원히	ການຈ່າຍເງິນຄັ້ງດຽວ. ການອັບເດດທັງໝົດ ແລະຄຸນສົມບັດໃໝ່ - ຕະຫຼອດໄປ	Vienreizējs maksājums. Visi atjauninājumi un jaunas funkcijas — uz visiem laikiem	Bayaran Sekali. Semua Kemas Kini dan Ciri Baharu - Selamanya	Eenmalige betaling. Alle updates en nieuwe functies - voor altijd	Płatność jednorazowa. Wszystkie aktualizacje i nowe funkcje – na zawsze	Pagamento único. Todas as atualizações e novos recursos - para sempre	Единовременный платеж. Все обновления и новые функции – навсегда	ชำระเงินครั้งเดียว การอัปเดตและคุณสมบัติใหม่ทั้งหมด - ตลอดไป	Tek Seferlik Ödeme. Tüm Güncellemeler ve Yeni Özellikler - Sonsuza Kadar	Одноразова оплата. Усі оновлення та нові функції – назавжди	一次性付款。所有更新和新功能 - 永远	Thanh toán một lần. Tất cả các bản cập nhật và tính năng mới - Mãi mãi
the_auto_renew	The auto renewing subscription charged monthly	يتم تحصيل اشتراك التجديد التلقائي شهريًا	Automatické obnovení předplatného je účtováno měsíčně	Das Abonnement mit automatischer Verlängerung wird monatlich berechnet	Η συνδρομή αυτόματης ανανέωσης χρεώνεται κάθε μήνα	La suscripción de renovación automática se cobra mensualmente.	Automaatselt uuendatava tellimuse eest võetakse tasu iga kuu	Automaattinen uusiutuva tilaus veloitetaan kuukausittain	L'abonnement à renouvellement automatique facturé mensuellement	स्वतः नवीनीकरण सदस्यता का मासिक शुल्क लिया जाता है	Langganan perpanjangan otomatis dikenakan biaya bulanan	L'abbonamento con rinnovo automatico viene addebitato mensilmente	毎月請求される自動更新サブスクリプション	ការជាវបន្តដោយស្វ័យប្រវត្តិត្រូវបានគិតប្រាក់ប្រចាំខែ	ಸ್ವಯಂ ನವೀಕರಣ ಚಂದಾದಾರಿಕೆಗೆ ಮಾಸಿಕ ಶುಲ್ಕ ವಿಧಿಸಲಾಗುತ್ತದೆ	매월 청구되는 자동 갱신 구독	ການຕໍ່ອາຍຸການສະໝັກໃຊ້ອັດຕະໂນມັດແມ່ນຄິດຄ່າບໍລິການລາຍເດືອນ	Automātiski atjaunojošs abonements tiek iekasēts katru mēnesi	Langganan pembaharuan automatik dicaj setiap bulan	Het abonnement voor automatische verlenging wordt maandelijks in rekening gebracht	Subskrypcja automatycznego odnawiania pobierana co miesiąc	A assinatura com renovação automática cobrada mensalmente	Подписка с автоматическим продлением взимается ежемесячно.	การสมัครสมาชิกต่ออายุอัตโนมัติเรียกเก็บเงินรายเดือน	Otomatik yenilenen abonelik aylık olarak ücretlendirilir	Підписка з автоматичним оновленням стягується щомісячно	自动续订按月收费	Thuê bao tự động gia hạn được tính phí hàng tháng
cancel_anytime	Cancel anytime	إلغاء في أي وقت	Zrušit kdykoli	Jederzeit kündbar	Ακύρωση ανά πάσα στιγμή	Cancelar en cualquier momento	Tühistage igal ajal	Peru milloin tahansa	Annuler à tout moment	किसी भी समय रद्द करें	Batalkan kapan saja	Annulla in qualsiasi momento	いつでもキャンセル可能	បោះបង់នៅពេលណាក៏បាន	ಯಾವಾಗ ಬೇಕಾದರೂ ರದ್ದುಮಾಡಿ	언제든지 취소	ຍົກເລີກໄດ້ທຸກເວລາ	Atcelt jebkurā laikā	Batalkan bila-bila masa	Annuleer op elk gewenst moment	Anuluj w dowolnym momencie	Cancele a qualquer momento	Отменить в любое время	ยกเลิกได้ตลอดเวลา	İstediğiniz zaman iptal edin	Скасувати будь-коли	随时取消	Hủy bất cứ lúc nào
subscription_terms	Subscription Terms	شروط الاشتراك	Podmínky předplatného	Abonnementbedingungen	Όροι συνδρομής	Términos de suscripción	Tellimistingimused	Tilausehdot	Conditions d'abonnement	सदस्यता शर्तें	Ketentuan Berlangganan	Termini di abbonamento	サブスクリプション規約	លក្ខខណ្ឌនៃការជាវ	ಚಂದಾದಾರಿಕೆ ನಿಯಮಗಳು	구독 조건	ເງື່ອນໄຂການສະໝັກສະມາຊິກ	Abonēšanas noteikumi	Syarat Langganan	Abonnementsvoorwaarden	Warunki subskrypcji	Termos de assinatura	Условия подписки	เงื่อนไขการสมัครสมาชิก	Abonelik Koşulları	Умови підписки	订阅条款	Điều khoản đăng ký
continue_text	Continue	يكمل	Pokračovat	Weitermachen	Να συνεχίσει	Continuar	Jätka	Jatkaa	Continuer	जारी रखना	Melanjutkan	Continua	続く	បន្ត	ಮುಂದುವರಿಸಿ	계속하다	ສືບຕໍ່	Turpināt	teruskan	Doorgaan	Kontynuować	Continuar	Продолжать	ดำเนินการต่อ	Devam etmek	Продовжити	继续	Tiếp tục
