Text Key	Base(en)	Arabic (ar)	Czech (cs)	German (de)	Greek (el)	Spanish (es)	Estonian (et)	Finnish (fi)	French (fr)	Hindi (hi)	Indonesian (id)	Italian  (it)	Japanese (ja)	Khmer (km)	Kannada (kn)	Korean (ko)	Lao (lo)	Latvian (lv)	Malay (ms)	Dutch (nl)	Polish (pl)	Portuguese (pt-PT)	Russian (ru)	Thai (th)	Turkish (tr)	Ukrainian (uk)	Chinese (zh-Hans)	Vietnamese (vi)
text_intro_2	Cute Themes offers thousands of beautiful and unique app icons to choose from	تقدم Cute Themes الآلاف من أيقونات التطبيقات الجميلة والفريدة من نوعها للاختيار من بينها	Cute Themes nabízí tisíce krásných a jedinečných ikon aplikací, ze kterých si můžete vybrat	Cute Themes bietet Tausende wunderschöner und einzigartiger App-Symbole zur Auswahl	Το Cute Themes προσφέρει χιλιάδες όμορφα και μοναδικά εικονίδια εφαρμογών για να διαλέξετε	Cute Themes ofrece miles de íconos de aplicaciones hermosos y únicos para elegir	Armsad teemad pakuvad tuhandete kaunite ja ainulaadsete rakenduste ikoone, mille vahel valida	Söpöt teemat tarjoavat tuhansia kauniita ja ainutlaatuisia sovelluskuvakkeita, joista valita	Cute Themes propose des milliers d'icônes d'application magnifiques et uniques parmi lesquelles choisir	क्यूट थीम्स चुनने के लिए हजारों सुंदर और अद्वितीय ऐप आइकन प्रदान करता है	Tema Lucu menawarkan ribuan ikon aplikasi cantik dan unik untuk dipilih	Temi carini offre migliaia di icone di app bellissime e uniche tra cui scegliere	Cute Themes は、何千もの美しくユニークなアプリアイコンから選択できます	Cute Themes ផ្តល់ជូននូវរូបតំណាងកម្មវិធីដ៏ស្រស់ស្អាត និងប្លែកៗរាប់ពាន់ដើម្បីជ្រើសរើស	ಮುದ್ದಾದ ಥೀಮ್‌ಗಳು ಆಯ್ಕೆ ಮಾಡಲು ಸಾವಿರಾರು ಸುಂದರವಾದ ಮತ್ತು ಅನನ್ಯ ಅಪ್ಲಿಕೇಶನ್ ಐಕಾನ್‌ಗಳನ್ನು ನೀಡುತ್ತದೆ	귀여운 테마는 선택할 수 있는 수천 개의 아름답고 독특한 앱 아이콘을 제공합니다.	ຮູບແບບສີສັນໜ້າຮັກມີໄອຄອນແອັບທີ່ສວຍງາມ ແລະ ເປັນເອກະລັກຫຼາຍພັນຮູບໃຫ້ເລືອກ	Jauki motīvi piedāvā tūkstošiem skaistu un unikālu lietotņu ikonu, no kurām izvēlēties	Tema Comel menawarkan beribu-ribu ikon aplikasi yang cantik dan unik untuk dipilih	Cute Themes biedt duizenden prachtige en unieke app-pictogrammen om uit te kiezen	Śliczne motywy oferują tysiące pięknych i unikalnych ikon aplikacji do wyboru	Cute Themes oferece milhares de ícones de aplicativos lindos e exclusivos para você escolher	Cute Themes предлагает тысячи красивых и уникальных значков приложений на выбор.	ธีมน่ารักมีไอคอนแอปที่สวยงามและเป็นเอกลักษณ์นับพันให้เลือก	Sevimli Temalar, aralarından seçim yapabileceğiniz binlerce güzel ve benzersiz uygulama simgesi sunuyor	Cute Themes пропонує тисячі красивих і унікальних піктограм програм на вибір	可爱的主题提供数以千计的美丽和独特的应用程序图标可供选择	Chủ đề dễ thương cung cấp hàng nghìn biểu tượng ứng dụng đẹp và độc đáo để bạn lựa chọn
title_intro_3	Widgets That Fit Your Needs	الحاجيات التي تناسب احتياجاتك	Widgety, které vyhovují vašim potřebám	Widgets, die Ihren Anforderungen entsprechen	Widgets που ταιριάζουν στις ανάγκες σας	Widgets que se adaptan a sus necesidades	Teie vajadustele vastavad vidinad	Widgetit, jotka sopivat tarpeisiisi	Des widgets adaptés à vos besoins	विजेट जो आपकी आवश्यकताओं के अनुरूप हों	Widget yang Sesuai Kebutuhan Anda	Widget adatti alle tue esigenze	ニーズに合ったウィジェット	ធាតុក្រាហ្វិកដែលសមនឹងតម្រូវការរបស់អ្នក។	ನಿಮ್ಮ ಅಗತ್ಯಗಳಿಗೆ ಸರಿಹೊಂದುವ ವಿಜೆಟ್‌ಗಳು	귀하의 요구에 맞는 위젯	Widgets ທີ່​ເຫມາະ​ສົມ​ກັບ​ຄວາມ​ຕ້ອງ​ການ​ຂອງ​ທ່ານ​	Logrīki, kas atbilst jūsu vajadzībām	Widget Yang Sesuai dengan Keperluan Anda	Widgets die aan uw behoeften voldoen	Widżety dopasowane do Twoich potrzeb	Widgets que atendem às suas necessidades	Виджеты, которые соответствуют вашим потребностям	วิดเจ็ตที่เหมาะกับความต้องการของคุณ	İhtiyaçlarınıza Uygun Widget'lar	Віджети, які відповідають вашим потребам	满足您需求的小部件	Widget phù hợp với nhu cầu của bạn
text_intro_3	Cute Themes offers a variety of widgets to choose from, from clocks, weather, and news to your favorite apps.	توفر Cute Themes مجموعة متنوعة من الأدوات للاختيار من بينها، بدءًا من الساعات والطقس والأخبار وحتى تطبيقاتك المفضلة.	Cute Themes nabízí řadu widgetů, ze kterých si můžete vybrat, od hodin, počasí a zpráv až po vaše oblíbené aplikace.	Cute Themes bietet eine Vielzahl von Widgets zur Auswahl, von Uhren, Wetter und Nachrichten bis hin zu Ihren Lieblings-Apps.	Το Cute Themes προσφέρει μια ποικιλία γραφικών στοιχείων για να διαλέξετε, από ρολόγια, καιρός και ειδήσεις έως τις αγαπημένες σας εφαρμογές.	Cute Themes ofrece una variedad de widgets para elegir, desde relojes, clima y noticias hasta tus aplicaciones favoritas.	Armsad teemad pakuvad erinevaid vidinaid kelladest, ilmateadetest ja uudistest kuni lemmikrakendusteni.	Cute Themes tarjoaa erilaisia ​​widgetejä, joista valita kelloista, säästä ja uutisista suosikkisovelluksiisi.	Cute Themes propose une variété de widgets parmi lesquels choisir, allant des horloges, de la météo et des actualités à vos applications préférées.	क्यूट थीम्स घड़ियों, मौसम और समाचार से लेकर आपके पसंदीदा ऐप्स तक चुनने के लिए विभिन्न प्रकार के विजेट प्रदान करता है।	Tema Lucu menawarkan beragam widget untuk dipilih, mulai dari jam, cuaca, dan berita hingga aplikasi favorit Anda.	Temi carini offre una varietà di widget tra cui scegliere, da orologi, meteo e notizie alle tue app preferite.	Cute Themes では、時計、天気、ニュースからお気に入りのアプリまで、さまざまなウィジェットから選択できます。	Cute Themes ផ្តល់ជូននូវធាតុក្រាហ្វិកជាច្រើនប្រភេទដើម្បីជ្រើសរើស ចាប់ពីម៉ោង អាកាសធាតុ និងព័ត៌មានទៅកាន់កម្មវិធីដែលអ្នកចូលចិត្ត។	ಮುದ್ದಾದ ಥೀಮ್‌ಗಳು ಗಡಿಯಾರಗಳು, ಹವಾಮಾನ ಮತ್ತು ಸುದ್ದಿಗಳಿಂದ ನಿಮ್ಮ ಮೆಚ್ಚಿನ ಅಪ್ಲಿಕೇಶನ್‌ಗಳಿಗೆ ಆಯ್ಕೆ ಮಾಡಲು ವಿವಿಧ ವಿಜೆಟ್‌ಗಳನ್ನು ನೀಡುತ್ತದೆ.	Cute Themes는 시계, 날씨, 뉴스부터 좋아하는 앱까지 선택할 수 있는 다양한 위젯을 제공합니다.	ຮູບແບບສີສັນໜ້າຮັກມີ widget ຫຼາກຫຼາຍໃຫ້ເລືອກ, ຈາກໂມງ, ສະພາບອາກາດ, ແລະຂ່າວໄປຫາແອັບທີ່ທ່ານມັກ.	Jauki motīvi piedāvā dažādus logrīkus, no kuriem izvēlēties, sākot no pulksteņiem, laikapstākļiem un ziņām līdz jūsu iecienītākajām lietotnēm.	Tema Comel menawarkan pelbagai widget untuk dipilih, daripada jam, cuaca dan berita kepada apl kegemaran anda.	Cute Themes biedt een verscheidenheid aan widgets om uit te kiezen, van klokken, weer en nieuws tot je favoriete apps.	Śliczne motywy oferują różnorodne widżety do wyboru, od zegarów, pogody i wiadomości po ulubione aplikacje.	Cute Themes oferece uma variedade de widgets para você escolher, desde relógios, previsão do tempo e notícias até seus aplicativos favoritos.	Cute Themes предлагает на выбор множество виджетов: от часов, погоды и новостей до ваших любимых приложений.	ธีมน่ารักมีวิดเจ็ตหลากหลายให้เลือก ตั้งแต่นาฬิกา สภาพอากาศ ข่าวสาร ไปจนถึงแอปโปรดของคุณ	Sevimli Temalar saatler, hava durumu ve haberlerden favori uygulamalarınıza kadar seçebileceğiniz çeşitli widget'lar sunar.	Cute Themes пропонує різноманітні віджети на вибір, від годинника, погоди та новин до ваших улюблених програм.	可爱的主题提供了多种小部件可供选择，从时钟、天气、新闻到您最喜欢的应用程序。	Chủ đề dễ thương cung cấp nhiều tiện ích để bạn lựa chọn, từ đồng hồ, thời tiết và tin tức cho đến các ứng dụng yêu thích của bạn.
title_intro_4	4K Wallpapers: Elevate Your Device!	خلفيات 4K: ارفع مستوى جهازك!	4K tapety: pozvedněte své zařízení!	4K-Hintergründe: Werten Sie Ihr Gerät auf!	Wallpapers 4K: Ανεβάστε τη συσκευή σας!	Fondos de pantalla 4K: ¡Mejora tu dispositivo!	4K taustapildid: tõstke oma seade kõrgemale!	4K-taustakuvat: nosta laitettasi!	Fonds d'écran 4K : améliorez votre appareil !	4K वॉलपेपर: अपने डिवाइस को उन्नत करें!	Wallpaper 4K: Tinggikan Perangkat Anda!	Sfondi 4K: eleva il tuo dispositivo!	4K 壁紙: デバイスを進化させましょう!	ផ្ទាំងរូបភាព 4K៖ លើកឧបករណ៍របស់អ្នក!	4K ವಾಲ್‌ಪೇಪರ್‌ಗಳು: ನಿಮ್ಮ ಸಾಧನವನ್ನು ಎತ್ತರಿಸಿ!	4K 배경화면: 기기를 향상하세요!	ພາບພື້ນຫຼັງ 4K: ຍົກລະດັບອຸປະກອນຂອງທ່ານ!	4K fona attēli: paaugstiniet savu ierīci!	Kertas Dinding 4K: Tingkatkan Peranti Anda!	4K-achtergronden: verhoog uw apparaat!	Tapety 4K: podnieś poziom swojego urządzenia!	Papéis de parede 4K: eleve seu dispositivo!	Обои 4K: усовершенствуйте свое устройство!	วอลเปเปอร์ 4K: ยกระดับอุปกรณ์ของคุณ!	4K Duvar Kağıtları: Cihazınızı Yükseltin!	Шпалери 4K: вдосконалюйте свій пристрій!	4K 壁纸：提升您的设备！	Hình nền 4K: Nâng tầm thiết bị của bạn!
text_intro_4	Discover a world of breathtaking wallpapers in ultra-high definition, you\'ll find the perfect image for you.	اكتشف عالمًا من الخلفيات المذهلة ذات الدقة العالية جدًا، وستجد الصورة المثالية لك.	Objevte svět dechberoucích tapet v ultra vysokém rozlišení, najdete dokonalý obrázek pro vás.	Entdecken Sie eine Welt atemberaubender Hintergrundbilder in Ultra-High-Definition, Sie werden das perfekte Bild für sich finden.	Ανακαλύψτε έναν κόσμο με ταπετσαρίες που κόβουν την ανάσα σε εξαιρετικά υψηλή ευκρίνεια, θα βρείτε την τέλεια εικόνα για εσάς.	Descubre un mundo de impresionantes fondos de pantalla en ultra alta definición, encontrarás la imagen perfecta para ti.	Avastage ülikõrglahutusega hingematvate taustapiltide maailm ja leiate endale sobivaima pildi.	Tutustu henkeäsalpaavien ultra-teräväpiirtotaustakuvien maailmaan, löydät täydellisen kuvan sinulle.	Découvrez un monde de fonds d'écran à couper le souffle en ultra haute définition, vous trouverez l'image parfaite pour vous.	अल्ट्रा-हाई डेफिनिशन में लुभावने वॉलपेपर की दुनिया की खोज करें, आपको अपने लिए एकदम सही छवि मिलेगी।	Temukan dunia wallpaper menakjubkan dalam definisi ultra-tinggi, Anda akan menemukan gambar yang sempurna untuk Anda.	Scopri un mondo di sfondi mozzafiato in altissima definizione, troverai l'immagine perfetta per te.	超高解像度の息を呑むような壁紙の世界を発見すれば、あなたにぴったりの画像が見つかります。	ស្វែងយល់ពីពិភពនៃផ្ទាំងរូបភាពដ៏អស្ចារ្យនៅក្នុងនិយមន័យខ្ពស់ អ្នកនឹងរកឃើញរូបភាពដ៏ល្អឥតខ្ចោះសម្រាប់អ្នក។	ಅಲ್ಟ್ರಾ-ಹೈ ಡೆಫಿನಿಷನ್‌ನಲ್ಲಿ ಉಸಿರುಕಟ್ಟುವ ವಾಲ್‌ಪೇಪರ್‌ಗಳ ಜಗತ್ತನ್ನು ಅನ್ವೇಷಿಸಿ, ನಿಮಗಾಗಿ ಪರಿಪೂರ್ಣ ಚಿತ್ರವನ್ನು ನೀವು ಕಂಡುಕೊಳ್ಳುತ್ತೀರಿ.	초고해상도의 숨막히는 배경화면의 세계를 발견하고 자신에게 딱 맞는 이미지를 찾을 수 있습니다.	ຄົ້ນພົບໂລກຂອງພາບພື້ນຫຼັງທີ່ໜ້າຕື່ນຕາຕື່ນໃຈໃນຄວາມລະອຽດສູງ, ທ່ານຈະພົບເຫັນຮູບພາບທີ່ສົມບູນແບບສໍາລັບທ່ານ.	Atklājiet elpu aizraujošu tapešu pasauli īpaši augstā izšķirtspējā, un jūs atradīsit sev piemērotāko attēlu.	Temui dunia kertas dinding yang menakjubkan dalam definisi ultra tinggi, anda akan menemui imej yang sesuai untuk anda.	Ontdek een wereld van adembenemende achtergronden in ultrahoge definitie, u zult de perfecte afbeelding voor u vinden.	Odkryj świat zapierających dech w piersiach tapet w ultrawysokiej rozdzielczości, a znajdziesz idealny obraz dla siebie.	Descubra um mundo de papéis de parede de tirar o fôlego em ultra-alta definição e você encontrará a imagem perfeita para você.	Откройте для себя мир захватывающих обоев в сверхвысоком разрешении и вы найдете идеальное изображение для себя.	ค้นพบโลกแห่งวอลเปเปอร์ที่น่าทึ่งด้วยความคมชัดสูงเป็นพิเศษ คุณจะพบกับภาพที่สมบูรณ์แบบสำหรับคุณ	Ultra yüksek çözünürlüklü, nefes kesen duvar kağıtlarından oluşan bir dünyayı keşfedin, sizin için mükemmel görüntüyü bulacaksınız.	Відкрийте для себе світ захоплюючих шпалер у надвисокій роздільній здатності, ви знайдете ідеальне зображення для себе.	探索令人惊叹的超高清壁纸世界，您会找到最适合您的图像。	Khám phá thế giới hình nền ngoạn mục với độ phân giải cực cao, bạn sẽ tìm thấy hình ảnh hoàn hảo cho mình.
language	Language	لغة	Jazyk	Sprache	Γλώσσα	Idioma	Keel	Kieli	Langue	भाषा	Bahasa	Lingua	言語	ភាសា	ಭಾಷೆ	언어	ພາສາ	Valoda	Bahasa	Taal	Język	Linguagem	Язык	ภาษา	Dil	Мова	语言	Ngôn ngữ
arabic	Arabic	عربي	arabština	Arabisch	αραβικός	Arábica	araabia keel	arabialainen	arabe	अरबी	Arab	Arabo	アラビア語	ភាសាអារ៉ាប់	ಅರೇಬಿಕ್	아라비아 말	ອາຣັບ	arābu	bahasa arab	Arabisch	arabski	árabe	арабский	ภาษาอาหรับ	Arapça	арабська	阿拉伯	Tiếng Ả Rập
ukrainian	Ukrainian	الأوكرانية	ukrajinština	ukrainisch	Ουκρανός	ucranio	ukrainlane	ukrainalainen	ukrainien	यूक्रेनी	Orang Ukraina	ucraino	ウクライナ語	អ៊ុយក្រែន	ಉಕ್ರೇನಿಯನ್	우크라이나 인	ອູແກຣນ	ukraiņu	Ukraine	Oekraïens	ukraiński	ucraniano	украинец	ภาษายูเครน	Ukrayna	українська	乌克兰	Tiếng Ukraina
turkish	Turkish	اللغة التركية	turečtina	Türkisch	τούρκικος	turco	türgi keel	turkkilainen	turc	तुर्की	Turki	Turco	トルコ語	ទួរគី	ಟರ್ಕಿಶ್	터키어	ຕວກກີ	Turku	bahasa Turki	Turks	turecki	turco	турецкий	ภาษาตุรกี	Türkçe	турецька	土耳其	Tiếng Thổ Nhĩ Kỳ
thai	Thai	التايلاندية	thajština	Thailändisch	Ταϊλανδός	tailandés	Tai	thaimaalainen	thaïlandais	थाई	Thai	tailandese	タイ語	ថៃ	ಥಾಯ್	태국어	ໄທ	taju	Thai	Thais	tajski	tailandês	тайский	แบบไทย	Tay dili	тайська	泰国	Tiếng Thái
spanish	Spanish	الأسبانية	španělština	Spanisch	Ισπανικά	Español	hispaania keel	Espanja	Espagnol	स्पैनिश	Orang Spanyol	spagnolo	スペイン語	ភាសាអេស្ប៉ាញ	ಸ್ಪ್ಯಾನಿಷ್	스페인의	ແອສປາໂຍນ	spāņu valoda	bahasa Sepanyol	Spaans	hiszpański	Espanhol	испанский	สเปน	İspanyol	Іспанська	西班牙语	Tiếng Tây Ban Nha
russian	Russian	الروسية	ruština	Russisch	Ρωσική	ruso	vene keel	Venäjän kieli	russe	रूसी	Rusia	russo	ロシア	រុស្សី	ರಷ್ಯನ್	러시아인	ພາສາລັດເຊຍ	krievu valoda	bahasa Rusia	Russisch	Rosyjski	russo	Русский	ภาษารัสเซีย	Rusça	російський	俄语	Tiếng Nga
portuguese	Portuguese	البرتغالية	portugalština	Portugiesisch	Πορτογαλικά	portugués	portugali keel	Portugalin kieli	Portugais	पुर्तगाली	Portugis	portoghese	ポルトガル語	ព័រទុយហ្គាល់	ಪೋರ್ಚುಗೀಸ್	포르투갈 인	ພາສາປອກຕຸຍການ	portugāļu	Portugis	Portugees	portugalski	Português	португальский	โปรตุเกส	Portekizce	португальська	葡萄牙语	Tiếng Bồ Đào Nha
polish	Polish	تلميع	polština	Polieren	Στίλβωση	Polaco	poola keel	Kiillottaa	polonais	पोलिश	Polandia	Polacco	研磨	ប៉ូឡូញ	ಹೊಳಪು ಕೊಡು	광택	ໂປໂລຍ	poļu	Poland	Pools	Polski	polonês	Польский	ขัด	Lehçe	польський	抛光	Tiếng Ba Lan
latvian	Latvian	لاتفيا	lotyšský	lettisch	λετονική	letón	lätlane	Latvialainen	letton	लात्वीयावासी	Latvia	lettone	ラトビア語	ឡាតវី	ಲಟ್ವಿಯನ್	라트비아 사람	ລັດເວຍ	latviski	bahasa Latvia	Lets	łotewski	letão	Латышский	ลัตเวีย	Letonca	латиська	拉脱维亚语	Tiếng Latvia
lao	Lao	لاو	Lao	Laotisch	Λάος	laosiano	Lao	Lao	Laotien	लाओ	Laos	Laotiano	ラオ語	ឡាវ	ಲಾವೊ	라오스	ພາສາລາວ	Laosa	Lao	Laos	Laotański	Laos	Лаосский	ลาว	Lao	лаоський	老挝	Tiếng Lào
malay	Malay	لغة الملايو	malajština	malaiisch	Μαλαισίας	malayo	malai	malaiji	malais	मलायी	Melayu	malese	マレー語	ម៉ាឡេ	ಮಲಯ	말레이 사람	ມາເລ	malajiešu	Melayu	Maleis	malajski	malaio	малайский	มาเลย์	Malayca	малайська	马来语	Tiếng Mã Lai
korean	Korean	الكورية	korejština	Koreanisch	κορεάτης	coreano	korea keel	Korealainen	coréen	कोरियाई	Korea	coreano	韓国語	កូរ៉េ	ಕೊರಿಯನ್	한국인	ເກົາຫຼີ	korejiešu	Korea	Koreaans	koreański	coreano	Корейский	เกาหลี	Koreli	корейська	韩国人	Tiếng Hàn Quốc
khmer	Khmer	الخمير	khmerské	Khmer	Χμερ	jemer	khmeerid	khmerit	Khmer	खमेर	Khmer	Khmer	クメール語	ខ្មែរ	ಖಮೇರ್	크메르어	ຂະເໝນ	khmeru	Khmer	Khmer	Khmer	Khmer	кхмерский	เขมร	Kmer	кхмерська	高棉语	Tiếng Khmer
kannada	Kannada	الكانادا	Kannada	Kannada	Κανάντα	canarés	kannada	kannada	Kannada	कन्नडा	Kannada	Kannada	カンナダ語	កាណាដា	ಕನ್ನಡ	칸나다어	ແຄນນາດາ	kannada	Kannada	Kanada	Kannada	Kannada	Каннада	กันนาดา	Kannadaca	каннада	卡纳达语	Tiếng Kannada
japanese	Japanese	اليابانية	japonský	japanisch	Ιαπωνικά	japonés	Jaapani	japanilainen	Japonais	जापानी	Jepang	giapponese	日本語	ជប៉ុន	ಜಪಾನೀಸ್	일본어	ພາສາຍີ່ປຸ່ນ	japāņi	Jepun	Japans	język japoński	japonês	Японский	ญี่ปุ่น	Japonca	Японський	日本人	Tiếng Nhật
italian	Italian	ايطالي	italština	Italienisch	ιταλικός	italiano	itaalia keel	italialainen	italien	इतालवी	Italia	Italiano	イタリアの	អ៊ីតាលី	ಇಟಾಲಿಯನ್	이탈리아 사람	ອິຕາລຽນ	itāļu valoda	Itali	Italiaans	Włoski	italiano	итальянский	ภาษาอิตาลี	İtalyan	італійська	意大利语	Tiếng Ý
indonesian	Indonesian	الاندونيسية	indonéština	Indonesisch	Ινδονησιακά	indonesio	Indoneesia	Indonesialainen	indonésien	इन्डोनेशियाई	bahasa Indonesia	indonesiano	インドネシア語	ឥណ្ឌូនេស៊ី	ಇಂಡೋನೇಷಿಯನ್	인도네시아 인	ອິນໂດເນເຊຍ	Indonēziešu	Indonesia	Indonesisch	indonezyjski	indonésio	индонезийский	ชาวอินโดนีเซีย	Endonezya dili	індонезійська	印度尼西亚	Tiếng Indonesia
hindi	Hindi	الهندية	hindština	Hindi	Χίντι	hindi	hindi	hindi	hindi	हिंदी	Hindi	hindi	ヒンディー語	ហិណ្ឌូ	ಹಿಂದಿ	힌디 어	ຮິນດູ	hindi	Hindi	Hindi	hinduski	hindi	хинди	ฮินดี	Hintçe	Хінді	印地语	Tiếng Hindi
greek	Greek	اليونانية	řecký	griechisch	Ελληνικά	Griego	kreeka keel	kreikkalainen	grec	यूनानी	Orang yunani	greco	ギリシャ語	ក្រិក	ಗ್ರೀಕ್	그리스 어	ກຣີກ	grieķu valoda	bahasa Yunani	Grieks	grecki	grego	греческий	กรีก	Yunan	грецька	希腊语	Tiếng Hy Lạp
german	German	ألمانية	Němec	Deutsch	Γερμανός	Alemán	saksa keel	Saksan kieli	Allemand	जर्मन	Jerman	Tedesco	ドイツ人	អាឡឺម៉ង់	ಜರ್ಮನ್	독일 사람	ເຢຍລະມັນ	vācu	Jerman	Duits	Niemiecki	Alemão	Немецкий	เยอรมัน	Almanca	Німецький	德语	Tiếng Đức
french	French	فرنسي	francouzština	Französisch	γαλλική γλώσσα	Francés	prantsuse keel	Ranskan kieli	Français	फ़्रेंच	Perancis	francese	フランス語	បារាំង	ಫ್ರೆಂಚ್	프랑스 국민	ພາສາຝຣັ່ງ	franču valoda	Perancis	Frans	Francuski	Francês	Французский	ภาษาฝรั่งเศส	Fransızca	французька	法语	Tiếng Pháp
finnish	Finnish	الفنلندية	finština	finnisch	φινλανδικός	finlandés	soome keel	Suomalainen	finlandais	फिनिश	Finlandia	finlandese	フィンランド語	ហ្វាំងឡង់	ಫಿನ್ನಿಶ್	핀란드어	ຟິນແລນ	somu	bahasa Finland	Fins	fiński	finlandês	финский	ภาษาฟินแลนด์	Fince	фінська	芬兰	Tiếng Phần Lan
estonian	Estonian	الإستونية	estonština	estnisch	Εσθονικά	estonio	eesti keel	Virolainen	estonien	एस्तोनियावासी	Estonia	Estone	エストニア語	អេស្តូនី	ಎಸ್ಟೋನಿಯನ್	에스토니아 사람	ເອສໂຕເນຍ	igauņu	bahasa Estonia	Ests	estoński	estoniano	эстонский	เอสโตเนีย	Estonyalı	Естонська	爱沙尼亚语	Tiếng Estonia
dutch	Dutch	هولندي	holandský	Niederländisch	Ολλανδός	Holandés	hollandi keel	Hollannin kieli	Néerlandais	डच	Belanda	Olandese	オランダの	ហូឡង់	ಡಚ್	네덜란드 사람	ໂຮນລັງ	holandiešu valoda	Belanda	Nederlands	Holenderski	Holandês	Голландский	ภาษาดัตช์	Flemenkçe	голландська	荷兰语	Tiếng Hà Lan
czech	Czech	التشيكية	čeština	Tschechisch	Τσέχος	checo	tšehhi	Tšekki	tchèque	चेक	Ceko	ceco	チェコ語	ឆេក	ಜೆಕ್	체코 사람	ເຊັກ	čehu	bahasa Czech	Tsjechisch	Czech	Tcheco	Чешский	เช็ก	Çek	чеська	捷克语	Tiếng Séc
chinese	Chinese	صينى	čínština	Chinesisch	κινέζικα	Chino	hiina keel	Kiinalainen	Chinois	चीनी	Cina	Cinese	中国語	ចិន	ಚೈನೀಸ್	중국인	ຈີນ	ķīniešu	cina	Chinese	chiński	chinês	Китайский	ชาวจีน	Çince	китайський	中国人	Tiếng Trung Quốc
english	English	إنجليزي	Angličtina	Englisch	Αγγλικά	Inglés	Inglise	Englanti	Anglais	अंग्रेज़ी	Bahasa inggris	Inglese	英語	ភាសាអង់គ្លេស	ಆಂಗ್ಲ	영어	ພາສາອັງກິດ	Angļu	Inggeris	Engels	język angielski	Inglês	Английский	ภาษาอังกฤษ	İngilizce	англійська	英语	Tiếng Anh
vietnamese	Vietnamese	الفيتنامية	vietnamština	Vietnamesisch	Βιετναμέζικο	vietnamita	vietnamlane	vietnam	vietnamien	वियतनामी	Orang Vietnam	vietnamita	ベトナム語	វៀតណាម	ವಿಯೆಟ್ನಾಮೀಸ್	베트남어	ຫວຽດນາມ	vjetnamietis	bahasa Vietnam	Vietnamees	wietnamski	vietnamita	вьетнамский	ภาษาเวียดนาม	Vietnam	в'єтнамська	越南语	Tiếng Việt
set_home_screen	Set Home Screen	تعيين الشاشة الرئيسية	Nastavení domovské obrazovky	Startbildschirm festlegen	Ρύθμιση αρχικής οθόνης	Establecer pantalla de inicio	Avakuva seadistamine	Aseta aloitusnäyttö	Définir l'écran d'accueil	होम स्क्रीन सेट करें	Setel Layar Beranda	Imposta la schermata iniziale	ホーム画面の設定	កំណត់អេក្រង់ដើម	ಹೋಮ್ ಸ್ಕ್ರೀನ್ ಹೊಂದಿಸಿ	홈 화면 설정	ຕັ້ງໜ້າຈໍຫຼັກ	Iestatīt sākuma ekrānu	Tetapkan Skrin Utama	Startscherm instellen	Ustaw ekran główny	Definir tela inicial	Установить главный экран	ตั้งค่าหน้าจอหลัก	Ana Ekranı Ayarla	Налаштувати головний екран	设置主屏幕	Thiết lập màn hình chính
set_lockscreen	Set Lockscreen	تعيين قفل الشاشة	Nastavit uzamčení obrazovky	Sperrbildschirm einstellen	Ρύθμιση οθόνης κλειδώματος	Establecer pantalla de bloqueo	Määrake lukustuskuva	Aseta lukitusnäyttö	Définir l'écran de verrouillage	लॉकस्क्रीन सेट करें	Setel Layar Kunci	Imposta schermata di blocco	ロック画面を設定する	កំណត់អេក្រង់ចាក់សោ	ಲಾಕ್‌ಸ್ಕ್ರೀನ್ ಹೊಂದಿಸಿ	잠금화면 설정	ຕັ້ງ Lockscreen	Iestatiet bloķēšanas ekrānu	Tetapkan Skrin Kunci	Vergrendelscherm instellen	Ustaw ekran blokady	Definir tela de bloqueio	Установить экран блокировки	ตั้งค่าหน้าจอล็อค	Kilit Ekranını Ayarla	Встановити екран блокування	设置锁屏	Đặt màn hình khóa
set_both	Set Both	ضع كلاهما	Nastavte obojí	Stellen Sie „Beide“ ein	Ρυθμίστε και τα δύο	Establecer ambos	Määra mõlemad	Aseta molemmat	Définir les deux	दोनों सेट करें	Atur Keduanya	Imposta entrambi	両方を設定する	កំណត់ទាំងពីរ	ಎರಡನ್ನೂ ಹೊಂದಿಸಿ	둘 다 설정	ກໍານົດທັງສອງ	Iestatiet abus	Tetapkan Kedua-duanya	Stel beide in	Ustaw oba	Definir ambos	Установить оба	ตั้งทั้งสองอย่าง	Her İkisini de Ayarla	Встановити обидва	设置两者	Đặt cả hai
loading_wallpaper	Loading wallpaper…	جارٍ تحميل الخلفية…	Načítání tapety…	Hintergrundbild wird geladen…	Φόρτωση ταπετσαρίας…	Cargando fondo de pantalla…	Taustapildi laadimine…	Ladataan taustakuvaa…	Chargement du fond d'écran…	वॉलपेपर लोड हो रहा है...	Memuat wallpaper…	Caricamento dello sfondo…	壁紙を読み込んでいます…	កំពុងផ្ទុកផ្ទាំងរូបភាព...	ವಾಲ್‌ಪೇಪರ್ ಲೋಡ್ ಆಗುತ್ತಿದೆ...	배경화면 로드 중…	ກຳລັງໂຫຼດຮູບພື້ນຫຼັງ...	Notiek fona tapetes ielāde…	Memuatkan kertas dinding…	Achtergrond laden...	Ładowanie tapety…	Carregando papel de parede…	Загрузка обоев…	กำลังโหลดวอลเปเปอร์...	Duvar kağıdı yükleniyor…	Завантаження шпалер…	正在加载壁纸...	Đang tải hình nền…
